ID,User,Date Created,Number of Likes,Source of Tweet,Tweet
139,juztmineee,2022-01-26 11:25:36+00:00,46,Twitter for Android,"@jawafess Tpi nek se enak2 e buat tempat tinggal mnurutku klaten, bandara deket, stasiun ada, ke solo atau ke Jogja ada krl, wisata Mata air/pegunungan ada, pantai tinggal ke jogja. Mall ya tinggal ke solo atau ke jogja. Ga rame2 amat, ga sepi2 amat."
140,JogjaCTour,2022-01-26 10:28:49+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
141,JogjaCTour,2022-01-26 08:28:51+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
142,kemanayo,2022-01-26 07:33:00+00:00,3,Twitter Web App,"Menjelajahi Indahnya Jogja dengan Paket Wisata 3 Hari 2 Malam

https://t.co/oBRu15mqIx
#kemanayo #travel"
143,JuhadiKp,2022-01-26 05:54:59+00:00,0,IFTTT,Kulon Progo memprioritaskan pembangunan infrastruktur di lokasi wisata - ANTARA Jogja https://t.co/Qxx9JU3PFm
144,sobatjogja_,2022-01-26 05:54:20+00:00,0,Jetpack.com,Tempat wisata di Jogja terbaru menawarkan berbagai keunikan dan instragamable untuk diabadikan ke dalam sebuah foto. Jogja tak hanya... https://t.co/XXu9Tixayk
145,idbcpr,2022-01-26 05:14:24+00:00,0,Awtoshare,Tempat Wisata Telaga Biru Semin Gunungkidul Jogja - https://t.co/PDOjBmE8Ro https://t.co/G3D1SzKdmr
146,JogjaRavers,2022-01-26 04:25:59+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
147,satriaoetami81,2022-01-26 03:24:00+00:00,0,Twitter for Android,"@junkyouruto Di Jogja udah rame bgt yg liburan. Semua jalanan penuh, tempat wisata juga rame.😁"
148,JogjaCTour,2022-01-26 02:28:53+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
149,JogjaCTour,2022-01-26 01:58:56+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
150,terkinidotid,2022-01-26 01:39:06+00:00,0,Postcron App,"Deretan Wisata Alam di Jogja yang Wajib Dikunjungi

#terkiniid #terkinidotid #makassarterkiniid #makassarterkinidotid https://t.co/cg7weAIzEb"
151,JogjaCTour,2022-01-26 01:28:53+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
152,JogjaCTour,2022-01-25 23:58:51+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
153,HotelBaliPro,2022-01-25 23:28:04+00:00,0,twittbot.net,"#wisatajogja kamu bermesraan dengan pasangan bisa 10 jam, namun dengan tuhan 5 menit saja panas Garuda_Promo"
154,idbcpr,2022-01-25 22:41:50+00:00,1,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Bukit Paralayang Watugupit, Parangtritis,... - https://t.co/RJDNRFAn4g"
155,JogjaCTour,2022-01-25 22:28:39+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
156,JogjaCTour,2022-01-25 19:58:39+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
157,JogjaMention,2022-01-25 16:00:41+00:00,0,twittbot.net,Liburan or Butuh Mobil di #Jogja Sewa Aja di cahyatransport Lengkap Dengan Paket Wisata All-In Dengan Mobilnya | 085293030433 BB 792BD523
158,JogjaRavers,2022-01-25 15:25:51+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
159,JogjaCTour,2022-01-25 14:28:59+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
160,idbcpr,2022-01-25 13:21:06+00:00,2,Awtoshare,"Jelajah Wisata Jogja - Udah coba ngelewatin beringin kembar di Alun-Alun Kidul?

Mitosnya kalau kamu bi... - https://t.co/yL4rRu6L1i https://t.co/wVpmws1lR5"
161,JogjaCTour,2022-01-25 11:58:58+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour"
162,tigor_na70,2022-01-25 11:14:53+00:00,1,Twitter for Android,@ifanadiriyanto @CNNIndonesia Lho anda berani dicap merusak citra kota wisata Jogja????!?!?!
163,JogjaCTour,2022-01-25 10:58:57+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
164,KangMasroer,2022-01-25 10:56:33+00:00,0,Twitter Web App,Nikmati Seru dan Uniknya Wisata Malam Hari di Kota Jogja https://t.co/zvvAPEf3gG
165,pnx7777,2022-01-25 10:16:19+00:00,0,Twitter for Android,@mazzini_gsp @sahaL_AS @PemkotJogja Jangan berharap lebih sama Jogja...rusak jogja gara gara jadi tempat wisata dieksploitasi sedemikian rupa..wisatawan memang asu kabeh
166,choccy__,2022-01-25 09:37:23+00:00,2,Twitter Web App,"@tanyakanrl adek kelas kakak ku sih, jdi ada study tour ke jogja.. nah si adek kelas kakakku ini kemasukan arwah, sampe pulang lgi ke karawang, bahkan berbulan-bulan.. pokonya kelar dri salah satu tempat wisata itu dia bener2 berubah drastis sifatnya jdi pendiem bgtt.."
167,JogjaCTour,2022-01-25 08:58:55+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
168,sbyfess,2022-01-25 08:58:17+00:00,0,sbyfess,#NAME?
169,mengapa_,2022-01-25 08:51:02+00:00,0,Twitter for Android,"@tanyakanrl Waktu study tour SMP ke jogja, satu bis banyak yg kemalingan (duit/oleh2) ternyata salah satu murid pacaran sama kenek bis. Waktu orang2 turun ke tempat wisata, mereka stay di bis ngambil2in barang. Study tournya 5 hari, hari ke 3 udah ketauan, pokoknya jadi bahan omongan banget."
170,JogjaCTour,2022-01-25 08:29:02+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
171,Harian_Jogja,2022-01-25 08:05:32+00:00,2,dlvr.it,Tukang Parkir Nuthuk Bus Wisata Rp350.000 Didenda Rp2 Juta https://t.co/c92EG96knT #beritajogja #jogja #jogjaistimewa https://t.co/HqfyrEy1VH
172,JogjaCTour,2022-01-25 07:28:49+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
173,jiwa_serat,2022-01-25 07:12:15+00:00,1,Twitter for Android,@JogjaUpdate desa wisata di jogja ya min..🙏
174,ardaandrean,2022-01-25 05:37:43+00:00,0,Twitter for Android,"Rekomendasi wisata yg lagi hitz di jogja dong, masa iya nanti gue jauh jauh kesana mainnya cuma ke malioboro doang"
175,otnasussad,2022-01-25 05:05:18+00:00,0,Twitter for Android,"@athenalexandra_ ayok sesama pendatang.
kita wisata bareng di jogja.
akomodasi, gampang.
tertarik? lanjut dm"
176,erviinlistia,2022-01-25 05:04:55+00:00,0,Twitter for Android,Rekomendasi wisata jogja disaat siang hari donk😂
177,JogjaCTour,2022-01-25 04:58:44+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
178,JogjaCTour,2022-01-25 04:28:48+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
179,JogjaCTour,2022-01-25 02:28:35+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
180,JogjaRavers,2022-01-25 02:26:06+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
181,lokerjog,2022-01-25 01:47:27+00:00,0,Loker Jogja ID,"LOKER JOGJA TERBARU: Tour Operator / Tour Planner di PT. Salsabilla Rizqi Mandiri (Salsa Wisata)
#lokerjogja #lowongankerjajogja #loker #jogja #yogyakarta
https://t.co/i9dsQzMIh9"
182,tribunjogja,2022-01-24 23:43:26+00:00,1,Twitter Web App,Agenda Wisata Jogja Sepanjang Tahun 2022 : Event Unggulan dan Reguler https://t.co/42fpPPjZjL via @tribunjogja
183,idbcpr,2022-01-24 23:23:19+00:00,0,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Gunung Api Purba Nglanggeran, Gunungkidul... - https://t.co/UhStBCxMz4"
184,JogjaCTour,2022-01-24 22:58:49+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
185,idbcpr,2022-01-24 22:22:05+00:00,0,Awtoshare,"Yogyakarta Travel Vlog : Exploring Wisata Jogja, Art, Food, Fun! - https://t.co/WnK7qsHy2T https://t.co/uhNCso7NzC"
186,idbcpr,2022-01-24 21:14:10+00:00,0,Awtoshare,Rekomendasi Tempat Wisata Romantis Jogja Untuk Pasangan! - https://t.co/gVQBsN1URz https://t.co/l4Lg7He8S4
187,JogjaCTour,2022-01-24 20:58:42+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
188,JogjaCTour,2022-01-24 20:28:37+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
189,TiketPesawatPro,2022-01-24 19:58:19+00:00,0,twittbot.net,#wisataaceh #wisatasemarang #wisatajogja tiket pesawat murah ke bali bulan juli KLIK https://t.co/xaAlCMPOh2
190,Security66SCTV,2022-01-24 19:36:26+00:00,0,twittbot.net,Reservasi dan info wisata goa pindul CP: 087843175658 - 088806004886 Pin:312444E4 #tour #adventure #wisata #jogja #goapindul #liburan
191,JogjaCTour,2022-01-24 19:28:36+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
192,TiketPesawatPro,2022-01-24 18:58:11+00:00,0,twittbot.net,#jalanjalankl #jalanjalanmakanmakan #wisata tiket pesawat murah ke bali dari jogja KLIK https://t.co/xaAlCMPOh2
193,eastindotours,2022-01-24 18:52:07+00:00,0,Instagram,Ayo ke bukit Klangon dan nikmati Gunung merapi dari dekat! #bukitklangon #wisatajogja #gunungmerapi #yogyakartaistimewa #jogjahits #explorejogja @ Special Region of Yogyakarta https://t.co/93gWLSoxsb
194,JogjaCTour,2022-01-24 16:58:39+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
195,HotelJogjaPro,2022-01-24 16:28:33+00:00,0,twittbot.net,#wisataaceh #wisatasemarang #wisatajogja hotel di yogyakarta yang dekat dengan malioboro KLIK https://t.co/zrZq2CGei6
196,JogjaMention,2022-01-24 16:00:41+00:00,0,twittbot.net,Liburan or Butuh Mobil di #Jogja Sewa Aja di cahyatransport Lengkap Dengan Paket Wisata All-In Dengan Mobilnya | 085293030433 BB 792BD523
197,farrisfender,2022-01-24 15:04:01+00:00,0,Twitter for Android,Wisata jogja banget
198,ufuffufff,2022-01-24 14:28:25+00:00,0,Twitter for Android,"@jowoshitpost Apalagi di jogja beuh, ratusan tempat wisata bagus bgt, viral dikit langsung dihias malah jadi norak"
199,drh_arga,2022-01-24 12:58:05+00:00,0,Twitter for Android,"@Junoari Ponakan zaman now ini gak pengen kayak nyoba ke Jogja chicken, ato Olive chicken ato angkringan gejayan, atau wisata kuliner concat gt ya Hyung?"
200,Harian_Jogja,2022-01-24 12:47:08+00:00,0,dlvr.it,Wisata Seni dan Budaya Bakal Hadir di Kampung Cokrodirjan Jogja https://t.co/SQm6aHTMp8 #beritajogja #jogja #jogjaistimewa https://t.co/Mi2MNU5WWi
201,kopiyosh,2022-01-24 11:03:42+00:00,0,Twitter for Android,Pengen ke Jogja buat wisata kuliner mieayam. 🤤
202,liniindonesia,2022-01-24 11:02:23+00:00,0,Jetpack.com,"Menikmati Jogja Dari Ketinggian Heha Sky View, Wisata Hits Di Jogja https://t.co/3rAw2MawCb"
203,JogjaCTour,2022-01-24 10:29:07+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
204,stoop1dthoughts,2022-01-24 09:46:09+00:00,0,Twitter for Android,"@Ardhi_Qeju @humas_jogja Jadi wisata apa yang ada di Malioboro, kalau tidak ada pedagang?"
205,Harian_Jogja,2022-01-24 07:53:09+00:00,1,dlvr.it,Bank BPD DIY Apresiasi kepada Kawasan Wisata Breksi https://t.co/TCiP5dBOeR #beritajogja #jogja #jogjaistimewa https://t.co/KpxQ8Ve6Ej
206,JogjaCTour,2022-01-24 05:58:47+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9Ta8vO
#JogjaCityTour"
207,JogjaCTour,2022-01-24 05:28:53+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
208,Den_Mitro,2022-01-24 05:00:54+00:00,0,twittbot.net,#Jogja |  Deretan Wisata Alam di Jogja yang Wajib Dikunjungi - https://t.co/tmdtlmmoBY  https://t.co/xrGomte3Bw
209,Bimo_o_o,2022-01-24 05:00:43+00:00,0,twittbot.net,#JogjaNews | Deretan Wisata Alam di Jogja yang Wajib Dikunjungi - https://t.co/u0ZV0cjlnT  https://t.co/8ZDjMqgMii
210,JogjaCTour,2022-01-24 04:58:45+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
211,terkinidotid,2022-01-24 04:34:02+00:00,0,dlvr.it,"Deretan Wisata Alam di Jogja yang Wajib Dikunjungi: Ada banyak pilihan transportasi bila ingin menjangkau kota Jogja dari Jakarta. Salah satunya adalah kereta api. Untuk mendapatkan jadwal kereta api Jakarta Jogja terbaru, Anda… https://t.co/Dl8aFxiGvg #News #jogja #wisatajogja"
212,Den_Mitro,2022-01-24 04:30:54+00:00,0,twittbot.net,#Jogja |  Deretan Wisata Alam di Jogja yang Wajib Dikunjungi - Makassar Terkini  https://t.co/LjS4PnzWAN
213,Bimo_o_o,2022-01-24 04:30:43+00:00,0,twittbot.net,#JogjaNews | Deretan Wisata Alam di Jogja yang Wajib Dikunjungi - Makassar Terkini  https://t.co/oH9bxsn2VW
214,JogjaCTour,2022-01-24 04:28:48+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
215,TiketPesawatPro,2022-01-24 03:58:13+00:00,0,twittbot.net,#piknikpalu #liburan #wisata tiket pesawat murah ke bali dari jogja KLIK https://t.co/xaAlCMPOh2
216,atasnamaNia,2022-01-24 03:00:28+00:00,0,Twitter for iPhone,@Ihtasyasaja Mirip bgt sama ayah ibu ku wkwkwkk kalo di jogja wisata kuliner haha
217,JogjaCTour,2022-01-24 02:58:52+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
218,shi_kwonhoshi,2022-01-24 02:50:29+00:00,0,Twitter for Android,Wisata alam Jogja selain bukit pengilon yg bagus apa aja ya??
219,jeeandkim,2022-01-24 02:45:46+00:00,0,Twitter for Android,Kalipakis wisata jogja! #TikTok https://t.co/7aOdsSxltg
220,Aakusiapa2,2022-01-24 02:37:48+00:00,0,Twitter for Android,"@jogjamnfs Sesuai yg telah saya alami, better hidup dijogja, tenang, kesana kesini deket, wisata update terus, makanan termasuk lebih murah dri pada jkt, org2nya juga beda bgt sama jogja, dan macetnya bikin emosi di jkt  ! tapi kalo untuk gaji ya kembali ke sndernya sih,"
221,JogjaCTour,2022-01-24 02:28:57+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
222,istiraahat,2022-01-24 02:13:05+00:00,0,Twitter for Android,"@Pak_Sarmintul Mantap.. Apakah akan menjadi salah satu destinasi wisata kuliner di jogja?

Aamiin.."
223,JogjaCTour,2022-01-24 02:00:30+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
224,idbcpr,2022-01-24 01:14:10+00:00,2,Awtoshare,Wisata Pantai Krakal di Gunungkidul Jogja - https://t.co/sAj3MvDqYz https://t.co/LAyNHGIEcy
225,__jonoo,2022-01-24 00:52:22+00:00,3,Twitter for iPhone,"Kayanya fyp tiktok tau kalo aku mau ke jogja, isinya rekomendasi tempat wisata jogja semua 😌"
226,JogjaRavers,2022-01-24 00:25:55+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
227,cutiejjunnie,2022-01-24 00:16:02+00:00,0,Twitter for Android,"Salah satu wishlist gua tahun ini adalah wisata kuliner di jogja supaya gw bisa nemuin hidden gem versi w sendiri. Sooo jika nanti w punya pacar tersu doi nanya ""mau makan apa? /mau makan dimana?""---"
228,JogjaCTour,2022-01-23 22:28:32+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
229,citraorwela,2022-01-23 21:57:01+00:00,0,Twitter for Android,"@dayatia Hahahaha, ayo dok, bisa !!

Ortuku ngasih aku 3 rumah, adekku 3 rumah. Ga ada yg RSS 😄 Paling kecil 80m2, itupun samping wahana wisata Jogja Bay.Ukuran segitu harganya skrg 800 jutaan.

Yah, walo sering dikatain orang, ""Situ enak ga ngerasain nyekolahin SK buat beli rumah"" 😁😅"
230,Konterisme,2022-01-23 21:06:43+00:00,4,Twitter for Android,"@psyycamore @mazzini_gsp Wealah ngono kok do seneng liburan nyang jogja, nak SBY ae bro, parkir standar, klitih raono paling mek copet karo maling motor. Wisata e akeh, salah sijie : wisata limbah. Tapi lek masalah pemerintah yo podo taek e."
231,idbcpr,2022-01-23 21:02:27+00:00,4,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Pantai Drini, Gunungkidul.... - https://t.co/1i25dDeJtF https://t.co/wLOW5ZcZsp"
232,sambateveridei,2022-01-23 17:28:51+00:00,1,Twitter for iPhone,"@aioeuio Kalo malang tu seru tp naik kereta lama puol wkwkw harganya mirip kyk naik pesawat sbnrnya (pdhl kan mo trip make kereta ya wkwkw) jogja aman sih, wisata nya juga deket2 di tengah kota banyak, museum2 jg banyaa"
233,siiEnci,2022-01-23 17:15:45+00:00,0,Twitter for Android,"Wkt ke jogja tuh ad wisata apa ya yg ad air dalem goa, duh apa sih namanya"
234,JogjaCTour,2022-01-23 16:28:34+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf229rU3 #JogjaCityTour | Jogja Traveling Guide
235,tukangsipil,2022-01-23 16:17:03+00:00,0,twittbot.net,"informasi wisata, hotel, penginapan, villa, homestay di #jogja - https://t.co/ON23GFpnQS"
236,JogjaMention,2022-01-23 16:00:43+00:00,0,twittbot.net,Liburan or Butuh Mobil di #Jogja Sewa Aja di cahyatransport Lengkap Dengan Paket Wisata All-In Dengan Mobilnya | 085293030433 BB 792BD523
237,JogjaCTour,2022-01-23 14:58:52+00:00,0,twittbot.net,"Jogja Traveling Guide.
Informasi Wisata #Jogjakarta
https://t.co/ryZy9ST5tO
#JogjaCityTour"
238,bucinnnabatiii,2022-01-23 14:54:24+00:00,0,Twitter for Android,"@aingAhdi Enya da jogja asa mulai teu asik ayeunamh, ari ka solo aya tempat wisata naon?"
239,Metawhippd,2022-01-23 14:51:02+00:00,0,Twitter for iPhone,@bin____bw Ayo kak lg rekomen tempat makan dan wisata di jogja by birawa kevvin 😂
240,danillstr,2022-01-23 14:36:42+00:00,0,Twitter for Android,"*lagi scrool tiktok
*tiba tiba otak ngajak wisata masa lalu jalan jalan ke jogja, keinget jalanan menuju kosan mas crush yang keliatan ada bianglala nya kalo malem

Sue"
241,JogjaCTour,2022-01-23 14:28:51+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvK4q2 #JogjaCityTour | Jogja Traveling Guide
242,injiniiring,2022-01-23 14:23:31+00:00,0,Twitter for Android,Destinasi wisata di Jogja boleh dikoment dong mutualku.
243,rahmatph,2022-01-23 14:10:59+00:00,0,Twitter for Android,@lalinjogja @humas_jogja Malioboro akan berubah dari destinasi wisata belanja menjadi apa?
244,PDI_Perjuangan,2022-01-23 12:23:25+00:00,1,Twitter for Android,"Bagian dari kawasan strategis Joglosemar (Jogja, Solo, Semarang) atau segitiga emas ada di Bawen, dan Ambarawa sebagai central penunjang kawasan wisata Borobudur, masih dijumpai beberapa titik kemacetan,” pungkas Ngesti Nugraha."
245,MASDEWCLSD,2022-01-23 12:07:29+00:00,0,Twitter for Android,Tempat wisata di jogja
246,idbcpr,2022-01-23 11:44:31+00:00,1,Awtoshare,"Jelajah Wisata Jogja -  Yuk jelajah tempat wisata Jogja ini!! - photo today by  taken at Bukit Panguk Kediwung, Dlingo, Bantul.... - https://t.co/SvEsRb7Tyw"
247,AriefandryaN_,2022-01-23 11:34:46+00:00,0,Twitter for Android,@BisKota_ Min mo nanya bus wisata komodo bali- Jogja harga normal berapa
248,JogjaCTour,2022-01-23 11:28:45+00:00,0,twittbot.net,Wisata Alam Curug Nglarangan https://t.co/opLgvvt1o2 #JogjaCityTour | Jogja Traveling Guide
249,JogjaRavers,2022-01-23 11:26:00+00:00,0,twittbot.net,Sambut Pagi bersama Merapi dari Desa Wisata Trumpon Tempel Sleman #Jogja
250,JogjaCTour,2022-01-23 10:59:02+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67mGYH2 #JogjaCityTour | Jogja Traveling Guide
251,malangraya,2022-01-23 10:39:33+00:00,5,Twitter Web App,"Ada Kelas Ekonomi Hingga Luxury, Ini Harga Tiket Kereta #Jogja-#Malang

https://t.co/iDMR3sm89V #NaikKeretaLagi #KAI121 #wisata https://t.co/VoIex2edEU"
252,DODYIRA16843198,2022-01-23 09:56:50+00:00,0,Twitter for Android,@JogjaUpdate @humas_jogja Pasti para wisata akan berkurang
253,NawirBebas,2022-01-23 09:29:20+00:00,0,Twitter for Android,Gimana liburanmu di jogja *nawirbebas.sewamotorjogja* #sewamotorjogja #sewamobiljogja #liburanjogja #wisatajogja #malioboro #jogjainfo #jogja24jam https://t.co/rr1gfdAppU
254,grumpiezbear,2022-01-23 09:22:23+00:00,0,Twitter for Android,@WinnerLawyer @serbukmatcha utg ke jogja cmn waktu wisata sekolah doang😵👍
255,Harian_Jogja,2022-01-23 08:42:05+00:00,1,dlvr.it,"Fantastis! Parkir Bus Wisata di Jogja Raup Rp1,2 Juta Sehari https://t.co/JoPvBipgHA #beritajogja #jogja #jogjaistimewa https://t.co/E9xQcGbyQU"
256,JogjaCTour,2022-01-23 07:58:40+00:00,0,twittbot.net,Wisata Alam Curug Sidoharjo https://t.co/k8L67moPsU #JogjaCityTour | Jogja Traveling Guide
257,JogjaCTour,2022-01-23 07:28:44+00:00,0,twittbot.net,Wisata Alam Kebun Buah Mangunan https://t.co/Mkzf22quW3 #JogjaCityTour | Jogja Traveling Guide
258,itsharist,2022-01-23 07:21:58+00:00,1,Twitter for Android,"Sejak kapan Klaten gabung Jogja?? Ini crew nya buta maps apa gimana ya? Gapernah belajar IPS pas SD? Kalau kek gini dibiarin trs lama lama jadi kebiasaaan. NANTI JADI KEK WISATA BOROBUDUR PADAHAL MASUK MAGELANG JATENG, TP NYEBUTNYA PADA JOGJA !!! !!!

cc @COVtranstv @TRANSTV_CORP https://t.co/iNKW3UJgvb"
259,Gerrysalutyahud,2022-01-23 07:08:27+00:00,0,Twitter for Android,@mbakbarista Info wisata di Jogja yg recommended
260,catperku,2022-01-23 06:09:57+00:00,0,CatperkuNextScriptsAutoPoster,Wisata Museum Affandi Yogyakarta [Wisata Jogja] - https://t.co/3C5x9JJLxC https://t.co/sYITTHWw00
